epoch,lr,loss,iou,val_loss,val_iou
0.0,0.00099,0.6250816385588075,0.615765333314306,0.3519765437495979,0.742561272038012
1.0,0.0009801,0.308975151907175,0.744238734120531,0.2944563705982132,0.765487790000842
2.0,0.000970299,0.286650045750997,0.757887535501867,0.27840391792018304,0.7728011117198279
3.0,0.0009605960099999999,0.2653020419116713,0.7789878674682662,0.2712044125761498,0.7883670431738832
4.0,0.0009509900498999999,0.2575594922925672,0.7844944896590437,0.2605415896766565,0.7903422281620182
5.0,0.0009414801494009999,0.24292738691099688,0.7971029032119388,0.2631662272932855,0.7968107834548185
6.0,0.0009320653479069899,0.2366916000460967,0.8015582740278695,0.2483370348980481,0.8029269843891658
7.0,0.00092274469442792,0.23456133093334672,0.8028457685871946,0.24487989438189703,0.8032785124726519
8.0,0.0009135172474836408,0.223569200716467,0.810261115621966,0.24574472179467027,0.7984646467428074
9.0,0.0009043820750088043,0.2151838825044469,0.8173709245828784,0.2542577303776687,0.8009726008752319
10.0,0.0008953382542587163,0.21269761267890278,0.8193478428113572,0.22707853178409013,0.8202862293724391
11.0,0.0008863848717161291,0.20298170132769477,0.8254966390613613,0.2224205176092007,0.8230801787665986
12.0,0.0008775210229989678,0.19817838473961905,0.8281638123298719,0.22145668942142616,0.8235655515672174
13.0,0.0008687458127689781,0.19351238321162698,0.8323683531299109,0.2204625645483082,0.825565008063883
14.0,0.0008600583546412883,0.18921026323213536,0.8347111121877087,0.2126873924650929,0.830894245443925
15.0,0.0008514577710948754,0.1837817938027219,0.8384716335625594,0.2146905730901794,0.8306430138096058
16.0,0.0008429431933839266,0.1883419126781643,0.8357463457224447,0.21913509020073849,0.8264478011995081
17.0,0.0008345137614500873,0.17871927122911838,0.8415618690432946,0.21573334280401468,0.8278074762469381
18.0,0.0008261686238355864,0.1768250966237651,0.8422898871322261,0.20924255878410555,0.8377097911449529
19.0,0.0008179069375972306,0.17435556943090552,0.8441005637314787,0.20814172153107144,0.8364404173465837
20.0,0.0008097278682212583,0.1679642085208852,0.8486807395920523,0.20154489534483713,0.8430488868200426
21.0,0.0008016305895390457,0.16401486665519893,0.8514715285586504,0.19777055948295377,0.8454784488843973
22.0,0.0007936142836436553,0.1614625024744588,0.8539067002071382,0.20508200861513615,0.8362373278125919
23.0,0.0007856781408072188,0.1563943132248699,0.8572199050083903,0.19181148149073124,0.8469426476022988
24.0,0.0007778213593991466,0.1531614650709507,0.8592999180976226,0.1927565804428675,0.8494969768113421
25.0,0.000770043145805155,0.1497154360334588,0.8619475054944679,0.1929149662398479,0.8501551887916193
26.0,0.0007623427143471034,0.1476899456137266,0.8639762519766504,0.19226317454806782,0.8523408570282135
27.0,0.0007547192872036325,0.15297884583218485,0.8595484008676676,0.19252410319379784,0.8491811521109461
28.0,0.0007471720943315961,0.14580819695296451,0.864649630491105,0.1888548481616784,0.8533688489484141
29.0,0.0007397003733882801,0.14565114960329145,0.8650215429883638,0.189432807859372,0.8528180684426266
30.0,0.0007323033696543973,0.14453572869046122,0.8656180040848105,0.19263301738961178,0.8513057483950803
31.0,0.0007249803359578533,0.1467537578736615,0.8626735640557427,0.1986473041840575,0.8476184449767643
32.0,0.0007177305325982747,0.1414769423695711,0.8677235530355097,0.1876497935842384,0.8531837358923267
33.0,0.000710553227272292,0.13880586996674538,0.8698952913184744,0.18534290316430005,0.8585952267113868
34.0,0.000703447694999569,0.13654437798083338,0.8714941638777474,0.18884235730564053,0.8546065439777896
35.0,0.0006964132180495733,0.14225102009044754,0.8676891482609782,0.19830343846909024,0.8507343590935661
36.0,0.0006894490858690775,0.1448319382710844,0.8648941620902681,0.18562527487731792,0.8566635285410097
37.0,0.0006825545950103868,0.13184311645280603,0.8743681331161867,0.18225669445977968,0.8597112842851488
38.0,0.000675729049060283,0.1295466792061288,0.8758419999644443,0.1816906607709825,0.8626943491848739
39.0,0.0006689717585696801,0.12816520649780574,0.877365361078608,0.18010885374281893,0.8622645930342113
40.0,0.0006622820409839833,0.12564345929994541,0.8786308750571185,0.182250070089305,0.8601168434214496
41.0,0.0006556592205741434,0.12813552943432432,0.8767052424934982,0.18144308547066015,0.8623116168665603
42.0,0.0006491026283684019,0.1232168568441501,0.8808958420620051,0.1804619589397176,0.8640232645948238
43.0,0.0006426116020847179,0.12115094091138269,0.8825731808352186,0.17750880469314076,0.8666745911360262
44.0,0.0006361854860638707,0.11891701113846567,0.8842510400895397,0.17561036737805064,0.8672720599376267
45.0,0.000629823631203232,0.11646152290905643,0.8859406654296638,0.1775265455415303,0.8670116927432303
